device,tstamp,dstamp,CurrL1_A,CurrL2_A,CurrL3_A,ActPow_kW,AppPow_kVA,ReacPow_kvar,Energy_kWh,VolL1_V,VolL2_V,VolL3_V,THDUL1,THDUL2,THDUL3,THDIL1,THDIL2,THDIL3,cosphi
TorreLidador,2025-05-16 19:39:34,20:38/ 16.05.2025 (UTC 2),156.29,160.8,189.61,120.17,120.94,\N,2326020,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 19:39:34,20:38/ 16.05.2025 (UTC 2),9.16,8.18,8.18,0.98,6.09,\N,68220.2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 19:39:34,20:38/ 16.05.2025 (UTC 2),31.25,29.68,21.21,19.12,19.61,\N,454669,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 19:39:35,20:38/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 19:40:34,20:39/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 19:40:34,20:39/ 16.05.2025 (UTC 2),17.51,17.65,34.67,16.51,16.68,\N,251788,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 19:40:34,20:39/ 16.05.2025 (UTC 2),9.28,8.25,8.26,1.08,6.12,\N,68220.2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 19:40:34,20:39/ 16.05.2025 (UTC 2),31.16,29.82,24.5,19.89,20.44,\N,454669,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 19:40:34,20:39 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.13,378.59,406.2,395.81,\N,\N,\N,1
TorreLidador,2025-05-16 19:40:35,20:39/ 16.05.2025 (UTC 2),152.51,160.23,189.66,119.58,120.38,\N,2326020,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 19:41:34,20:40 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,456.07,412.31,350,\N,\N,\N,1
InformÃ¡tica,2025-05-16 19:41:34,20:40/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 19:41:34,20:40/ 16.05.2025 (UTC 2),9.24,8.28,8.24,1.3,6.15,\N,68220.2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 19:41:34,20:40/ 16.05.2025 (UTC 2),31.2,29.77,24.38,19.84,20.39,\N,454670,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 19:41:34,20:40/ 16.05.2025 (UTC 2),17.53,17.72,34.75,16.53,16.71,\N,251788,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 19:41:35,20:40/ 16.05.2025 (UTC 2),151.66,157.87,188.87,118.24,119.06,\N,2326030,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 19:42:34,20:41 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,421.9,412.31,406.2,\N,\N,\N,1
ParqueInterior,2025-05-16 19:42:34,20:41/ 16.05.2025 (UTC 2),9.23,8.26,8.25,1.29,6.15,\N,68220.2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 19:42:34,20:41/ 16.05.2025 (UTC 2),17.52,17.67,34.74,16.52,16.69,\N,251788,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 19:42:34,20:41/ 16.05.2025 (UTC 2),151.66,158.47,198.92,120.67,121.52,\N,2326030,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 19:42:34,20:41/ 16.05.2025 (UTC 2),31.38,29.63,29.74,21.05,21.67,\N,454670,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 19:42:34,20:41/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 19:43:34,20:42/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 19:43:34,20:42 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,410.28,406.2,395.81,\N,\N,\N,1
ParqueInterior,2025-05-16 19:43:34,20:42/ 16.05.2025 (UTC 2),9.12,8.18,8.18,0.76,6.09,\N,68220.2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 19:43:34,20:42/ 16.05.2025 (UTC 2),17.54,17.69,34.72,16.54,16.71,\N,251788,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 19:43:34,20:42/ 16.05.2025 (UTC 2),147.95,155.51,188.68,116.82,117.67,\N,2326030,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 19:43:35,20:42/ 16.05.2025 (UTC 2),28.67,26.17,25,18.65,19.09,\N,454670,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 19:44:34,20:43/ 16.05.2025 (UTC 2),17.52,17.72,34.73,16.54,16.72,\N,251789,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 19:44:34,20:43/ 16.05.2025 (UTC 2),148.14,162.39,188.35,118.39,119.28,\N,2326030,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 19:44:34,20:43/ 16.05.2025 (UTC 2),9.27,8.3,8.26,1.29,6.18,\N,68220.2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 19:44:34,20:43 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,410.28,397.91,412.31,\N,\N,\N,1
InformÃ¡tica,2025-05-16 19:44:34,20:43/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 19:44:34,20:43/ 16.05.2025 (UTC 2),28.73,28.11,24.74,19.05,19.52,\N,454671,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 19:45:34,20:44/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 19:45:34,20:44/ 16.05.2025 (UTC 2),9.42,8.33,8.25,1.26,6.22,\N,68220.3,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 19:45:34,20:44/ 16.05.2025 (UTC 2),17.55,17.73,34.7,16.52,16.71,\N,251789,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 19:45:34,20:44/ 16.05.2025 (UTC 2),220.07,233.8,254.92,161.84,169.78,\N,2326030,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 19:45:34,20:44 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,408.25,402.08,428.17,\N,\N,\N,1
PaÃ§osConcelho,2025-05-16 19:45:34,20:44/ 16.05.2025 (UTC 2),29.2,28.26,21.08,18.29,18.77,\N,454671,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 19:46:34,20:45/ 16.05.2025 (UTC 2),9.26,8.24,8.14,0.76,6.12,\N,68220.3,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 19:46:34,20:45/ 16.05.2025 (UTC 2),207.31,220.83,247.83,156.26,162.93,\N,2326040,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 19:46:34,20:45 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,395.81,297.21,418.33,\N,\N,\N,1
ParqueExterior,2025-05-16 19:46:34,20:45/ 16.05.2025 (UTC 2),17.59,17.76,34.76,16.54,16.72,\N,251789,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 19:46:34,20:45/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 19:46:34,20:45/ 16.05.2025 (UTC 2),32.73,30.83,28.52,21.25,21.99,\N,454671,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 19:47:34,20:46/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 19:47:34,20:46/ 16.05.2025 (UTC 2),9.05,8.12,8.06,0.92,5.99,\N,68220.3,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 19:47:34,20:46 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,410.28,406.2,385.14,\N,\N,\N,1
PaÃ§osConcelho,2025-05-16 19:47:34,20:46/ 16.05.2025 (UTC 2),37.22,35.09,26.88,22.54,23.57,\N,454672,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 19:47:34,20:46/ 16.05.2025 (UTC 2),153.84,173.53,192.25,122.49,123.39,\N,2326040,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 19:47:34,20:46/ 16.05.2025 (UTC 2),17.62,17.76,34.86,16.52,16.67,\N,251789,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 19:48:34,20:47/ 16.05.2025 (UTC 2),37.09,32.57,25.17,21.74,22.59,\N,454672,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 19:48:34,20:47/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 19:48:34,20:47/ 16.05.2025 (UTC 2),17.56,17.75,34.85,16.54,16.7,\N,251790,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 19:48:34,20:47/ 16.05.2025 (UTC 2),152.88,162.6,189.87,119.48,120.35,\N,2326040,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 19:48:34,20:47/ 16.05.2025 (UTC 2),9.19,8.22,8.19,1.3,6.1,\N,68220.3,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 19:48:34,20:47 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.06,0.12,0.11,393.7,328.3,395.81,\N,\N,\N,1
Master,2025-05-16 19:49:34,20:48 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.13,0.11,371.93,412.31,412.31,\N,\N,\N,1
TorreLidador,2025-05-16 19:49:34,20:48/ 16.05.2025 (UTC 2),153.78,163.01,191.29,120.15,121.01,\N,2326040,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 19:49:34,20:48/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 19:49:34,20:48/ 16.05.2025 (UTC 2),9.21,8.22,8.21,1.3,6.11,\N,68220.3,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 19:49:34,20:48/ 16.05.2025 (UTC 2),17.57,17.72,34.8,16.53,16.69,\N,251790,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 19:49:34,20:48/ 16.05.2025 (UTC 2),37.73,32.95,25.65,22.08,22.96,\N,454672,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 19:50:34,20:49 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,387.3,336.65,376.39,\N,\N,\N,1
InformÃ¡tica,2025-05-16 19:50:34,20:49/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 19:50:34,20:49/ 16.05.2025 (UTC 2),33.25,29.34,24.26,20.15,20.7,\N,454673,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 19:50:34,20:49/ 16.05.2025 (UTC 2),17.55,17.74,34.84,16.54,16.7,\N,251790,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 19:50:34,20:49/ 16.05.2025 (UTC 2),9.2,8.23,8.19,1.31,6.11,\N,68220.3,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 19:50:34,20:49/ 16.05.2025 (UTC 2),149.28,158.15,189.88,117.69,118.46,\N,2326050,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 19:51:34,20:50/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 19:51:34,20:50/ 16.05.2025 (UTC 2),139.11,153.63,181.98,112.44,113.18,\N,2326050,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 19:51:34,20:50/ 16.05.2025 (UTC 2),9.19,8.23,8.21,1.28,6.11,\N,68220.4,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 19:51:34,20:50/ 16.05.2025 (UTC 2),17.53,17.67,34.75,16.51,16.68,\N,251791,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 19:51:34,20:50 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,419.52,331.66,416.33,\N,\N,\N,1
PaÃ§osConcelho,2025-05-16 19:51:35,20:50/ 16.05.2025 (UTC 2),26.48,25.95,21.15,17.16,17.55,\N,454673,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 19:52:34,20:51/ 16.05.2025 (UTC 2),17.53,17.7,34.75,16.52,16.69,\N,251791,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 19:52:34,20:51/ 16.05.2025 (UTC 2),138.44,153.46,180.59,111.89,112.63,\N,2326050,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 19:52:34,20:51/ 16.05.2025 (UTC 2),26.45,25.73,19.53,16.74,17.13,\N,454673,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 19:52:34,20:51/ 16.05.2025 (UTC 2),9.07,8.17,8.14,1.13,6.11,\N,68220.4,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 19:52:34,20:51 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,417.13,389.44,360.56,\N,\N,\N,1
InformÃ¡tica,2025-05-16 19:52:34,20:51/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 19:53:34,20:52/ 16.05.2025 (UTC 2),26.75,25.7,19.53,16.79,17.17,\N,454674,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 19:53:34,20:52/ 16.05.2025 (UTC 2),17.53,17.72,34.82,16.52,16.69,\N,251791,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 19:53:34,20:52 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.08,0.12,0.11,387.3,310.91,456.07,\N,\N,\N,1
ParqueInterior,2025-05-16 19:53:34,20:52/ 16.05.2025 (UTC 2),9.05,8.15,8.11,0.78,6.03,\N,68220.4,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 19:53:35,20:52/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 19:53:35,20:52/ 16.05.2025 (UTC 2),139.04,152.27,180.31,111.69,112.41,\N,2326050,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 19:54:34,20:53 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,397.91,393.7,395.81,\N,\N,\N,1
PaÃ§osConcelho,2025-05-16 19:54:34,20:53/ 16.05.2025 (UTC 2),26.69,25.67,21.14,17.16,17.55,\N,454674,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 19:54:34,20:53/ 16.05.2025 (UTC 2),17.53,17.7,34.79,16.52,16.69,\N,251791,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 19:54:34,20:53/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 19:54:34,20:53/ 16.05.2025 (UTC 2),9.07,8.16,8.13,0.78,6.05,\N,68220.4,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 19:54:34,20:53/ 16.05.2025 (UTC 2),139.48,149.67,178.95,110.95,111.68,\N,2326050,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 19:55:34,20:54 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,376.39,395.81,412.31,\N,\N,\N,1
InformÃ¡tica,2025-05-16 19:55:34,20:54/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 19:55:34,20:54/ 16.05.2025 (UTC 2),9.2,8.21,8.21,1.27,6.1,\N,68220.4,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 19:55:34,20:54/ 16.05.2025 (UTC 2),30.57,28.86,23.06,19.14,19.66,\N,454674,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 19:55:34,20:54/ 16.05.2025 (UTC 2),144.8,152.64,181.15,113.29,114.02,\N,2326060,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 19:55:34,20:54/ 16.05.2025 (UTC 2),17.56,17.72,34.84,16.54,16.7,\N,251792,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 19:56:34,20:55/ 16.05.2025 (UTC 2),30.76,28.92,22.91,19.2,19.72,\N,454675,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 19:56:34,20:55/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 19:56:34,20:55 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,428.95,331.66,420.32,\N,\N,\N,1
ParqueExterior,2025-05-16 19:56:34,20:55/ 16.05.2025 (UTC 2),17.48,17.65,34.72,16.49,16.67,\N,251792,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 19:56:34,20:55/ 16.05.2025 (UTC 2),9.07,8.18,8.15,0.83,6.06,\N,68220.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 19:56:34,20:55/ 16.05.2025 (UTC 2),143.2,150.73,179.94,112.37,113.13,\N,2326060,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 19:57:34,20:56 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,387.3,393.7,284.31,\N,\N,\N,1
InformÃ¡tica,2025-05-16 19:57:34,20:56/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 19:57:34,20:56/ 16.05.2025 (UTC 2),30.86,29.25,21.69,19.05,19.53,\N,454675,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 19:57:34,20:56/ 16.05.2025 (UTC 2),145.39,156.57,172.25,112.5,113.24,\N,2326060,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 19:57:34,20:56/ 16.05.2025 (UTC 2),9.08,8.15,8.17,0.77,6.07,\N,68220.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 19:57:35,20:56/ 16.05.2025 (UTC 2),17.54,17.65,34.73,16.52,16.69,\N,251792,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 19:58:34,20:57 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,392.43,400,380.79,\N,\N,\N,1
InformÃ¡tica,2025-05-16 19:58:34,20:57/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 19:58:34,20:57/ 16.05.2025 (UTC 2),17.57,17.73,34.81,16.55,16.72,\N,251792,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 19:58:34,20:57/ 16.05.2025 (UTC 2),30.65,28.88,21.61,18.89,19.37,\N,454675,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 19:58:34,20:57/ 16.05.2025 (UTC 2),9.09,8.24,8.23,1.25,6.13,\N,68220.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 19:58:35,20:57/ 16.05.2025 (UTC 2),145.65,148.71,171.73,110.44,111.21,\N,2326060,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 19:59:34,20:58 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,385.14,365.72,435.89,\N,\N,\N,1
TorreLidador,2025-05-16 19:59:34,20:58/ 16.05.2025 (UTC 2),143.85,149.23,174.17,110.72,111.51,\N,2326060,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 19:59:34,20:58/ 16.05.2025 (UTC 2),9.22,8.26,8.23,1.28,6.14,\N,68220.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 19:59:34,20:58/ 16.05.2025 (UTC 2),17.52,17.69,34.76,16.52,16.69,\N,251793,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 19:59:34,20:58/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 19:59:35,20:58/ 16.05.2025 (UTC 2),30.77,28.98,23.04,19.26,19.77,\N,454676,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 20:00:34,20:59/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 20:00:34,20:59 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.11,395.81,404.15,444.97,\N,\N,\N,1
PaÃ§osConcelho,2025-05-16 20:00:34,20:59/ 16.05.2025 (UTC 2),31.13,29.06,23.33,19.38,19.89,\N,454676,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 20:00:34,20:59/ 16.05.2025 (UTC 2),144.55,149.44,175.88,111.05,111.88,\N,2326060,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 20:00:34,20:59/ 16.05.2025 (UTC 2),17.56,17.64,34.85,16.51,16.68,\N,251793,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 20:00:34,20:59/ 16.05.2025 (UTC 2),9.06,8.1,8.09,0.8,6.01,\N,68220.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 20:01:34,21:00 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.13,0.11,387.3,339.93,346.41,\N,\N,\N,1
PaÃ§osConcelho,2025-05-16 20:01:34,21:00/ 16.05.2025 (UTC 2),33.82,29.02,24.37,20.27,20.7,\N,454676,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 20:01:34,21:00/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 20:01:34,21:00/ 16.05.2025 (UTC 2),149.65,149.48,174.34,111.62,112.38,\N,2326070,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 20:01:34,21:00/ 16.05.2025 (UTC 2),9.15,8.13,8.1,0.78,5.97,\N,68220.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 20:01:34,21:00/ 16.05.2025 (UTC 2),17.63,17.73,34.97,16.52,16.68,\N,251793,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
PaÃ§osConcelho,2025-05-16 20:02:34,21:01/ 16.05.2025 (UTC 2),34.3,31.17,21.74,20.19,20.72,\N,454676,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
InformÃ¡tica,2025-05-16 20:02:34,21:01/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueExterior,2025-05-16 20:02:34,21:01/ 16.05.2025 (UTC 2),0.53,0.59,17.37,4.11,4.38,\N,251793,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 20:02:34,21:01/ 16.05.2025 (UTC 2),9.18,8.18,8.1,1.26,6.05,\N,68220.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
TorreLidador,2025-05-16 20:02:34,21:01/ 16.05.2025 (UTC 2),131.13,134.28,156.54,99.22,100.2,\N,2326070,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 20:02:34,21:01 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,408.25,400,326.6,\N,\N,\N,1
InformÃ¡tica,2025-05-16 20:03:34,21:02/ 16.05.2025 (UTC 2),0,0,0,0,0,\N,-61.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
ParqueInterior,2025-05-16 20:03:34,21:02/ 16.05.2025 (UTC 2),9.08,8.13,8.07,0.79,5.99,\N,68220.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Master,2025-05-16 20:03:34,21:02 / 16.05.2025 (UTC 2),0,0,0,0,0,0,0,0.07,0.12,0.12,406.2,309.57,278.39,\N,\N,\N,1
ParqueExterior,2025-05-16 20:03:34,21:02/ 16.05.2025 (UTC 2),63.67,64.52,82.93,48.97,49.99,\N,251794,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
